misconception_type	convo_turn	done	previous_action_id	listen_to_feedback	problem_progress	progress_delta	correct_solution	next_action_hint_strength	next_action_id
3	28	0	72.0	0	50	-25	0	3	2
3	29	0	58.0	0	75	25	0	3	0
4	30	0	3.0	0	0	-75	0	1	0
4	31	0	1.0	1	75	75	0	2	0
4	32	1	7.0	1	75	0	0	2	3
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	0	40	40	0	3	0
1	3	0	13.0	1	50	10	0	2	0
1	4	0	2.0	1	25	-25	0	2	0
1	5	0	2.0	1	75	50	0	2	0
1	6	0	2.0	0	25	-50	0	3	0
2	7	0	3.0	0	0	-25	0	0	3
2	8	0	60.0	0	50	50	0	2	0
2	9	0	2.0	1	75	25	0	3	0
2	10	1	13.0	1	100	25	1	0	3
3	1	0	0.0	0	0	0	0	0	3
3	2	0	60.0	0	50	50	0	2	0
3	3	0	2.0	1	75	25	0	3	0
3	4	0	3.0	1	50	-25	0	2	0
3	5	0	2.0	0	50	0	0	3	2
3	6	1	58.0	1	100	50	1	0	3
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	0	50	50	0	3	0
5	3	0	3.0	0	25	-25	0	3	2
5	4	0	58.0	1	75	50	0	3	2
5	5	0	48.0	1	75	0	0	2	0
5	6	0	2.0	1	50	-25	0	3	0
5	7	1	3.0	1	100	50	1	0	3
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	1	100	100	1	1	0
1	3	0	1.0	1	75	-25	1	1	0
1	4	0	1.0	0	0	-75	0	0	3
1	5	0	60.0	0	40	40	0	3	0
1	6	0	3.0	0	25	-15	0	2	0
1	7	0	12.0	0	40	15	0	2	2
1	8	0	47.0	0	20	-20	0	3	0
1	9	0	13.0	0	25	5	0	2	1
1	10	0	27.0	1	50	25	0	2	0
1	11	0	2.0	1	40	-10	0	2	1
1	12	0	22.0	0	40	0	0	3	0
1	13	0	13.0	1	50	10	0	2	1
1	14	0	27.0	1	40	-10	0	3	0
1	15	0	18.0	0	50	10	0	2	2
1	16	0	57.0	1	50	0	0	2	0
1	17	1	2.0	1	75	25	0	2	3
3	1	0	0.0	0	0	0	0	0	3
3	2	0	60.0	0	50	50	0	2	0
3	3	0	2.0	1	50	0	0	2	0
3	4	1	2.0	1	100	50	1	0	3
4	1	0	0.0	0	0	0	0	0	3
4	2	0	60.0	0	75	75	0	3	0
4	3	0	3.0	1	75	0	0	2	1
4	4	0	22.0	0	75	0	0	3	0
4	5	0	8.0	0	50	-25	0	3	2
4	6	0	58.0	1	50	0	0	3	0
4	7	0	13.0	1	75	25	0	3	2
4	8	0	58.0	0	50	-25	0	3	2
4	9	0	58.0	0	50	0	0	3	2
4	10	0	58.0	0	50	0	0	3	0
5	11	0	13.0	0	0	-50	0	0	3
5	12	0	60.0	0	50	50	0	2	0
5	13	0	2.0	1	50	0	0	2	0
5	14	0	2.0	1	25	-25	0	2	1
5	15	0	22.0	1	100	75	1	1	1
5	16	1	21.0	1	100	0	1	0	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	75	75	0	2	1
2	3	0	27.0	0	50	-25	0	2	1
2	4	0	22.0	0	75	25	0	2	0
3	5	0	2.0	0	0	-75	0	0	3
3	6	0	60.0	0	50	50	0	2	1
3	7	0	27.0	1	25	-25	0	2	1
3	8	0	37.0	1	75	50	0	2	1
3	9	1	37.0	1	100	25	1	1	0
4	1	0	0.0	0	0	0	0	0	3
4	2	0	60.0	0	60	60	0	2	1
4	3	0	22.0	1	75	15	0	3	1
5	4	0	28.0	0	0	-75	0	0	3
5	5	0	60.0	0	75	75	0	2	1
5	6	1	27.0	1	100	25	1	1	0
1	1	0	0.0	0	0	0	0	1	1
1	2	0	21.0	1	10	10	0	2	2
1	3	0	47.0	1	90	80	1	2	2
1	4	1	57.0	1	100	10	1	1	3
2	1	0	0.0	0	0	0	0	1	0
2	2	0	1.0	1	50	50	0	2	1
2	3	0	27.0	1	50	0	0	2	0
3	4	0	2.0	0	0	-50	0	1	0
3	5	0	1.0	0	25	25	0	2	0
3	6	0	7.0	1	25	0	0	2	0
3	7	0	2.0	1	10	-15	0	1	0
3	8	0	1.0	0	50	40	0	3	2
3	9	0	58.0	0	25	-25	0	3	2
3	10	0	58.0	0	40	15	0	2	0
4	11	0	2.0	0	0	-40	0	1	1
4	12	0	21.0	0	50	50	0	2	1
4	13	0	22.0	0	25	-25	0	2	0
4	14	0	12.0	0	25	0	0	2	1
4	15	0	37.0	0	50	25	0	3	2
4	16	0	48.0	0	20	-30	0	2	1
5	17	0	22.0	0	0	-20	0	1	1
5	18	0	21.0	0	25	25	0	2	0
5	19	0	12.0	1	75	50	0	2	1
1	20	0	22.0	0	0	-75	0	0	3
1	21	0	60.0	0	50	50	0	2	1
1	22	0	22.0	1	50	0	0	2	0
1	23	0	2.0	0	75	25	0	2	0
1	24	0	12.0	0	50	-25	0	2	1
1	25	1	27.0	1	100	50	1	0	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	75.0	0	75	75	0	3	0
2	3	0	13.0	0	50	-25	0	2	0
2	4	1	12.0	1	100	50	1	0	3
3	1	0	0.0	0	0	0	0	0	3
3	2	0	60.0	0	75	75	0	2	1
3	3	0	27.0	1	75	0	0	2	1
3	4	0	22.0	1	25	-50	0	1	1
3	5	0	36.0	1	100	75	1	0	3
4	6	0	65.0	0	0	-100	0	0	3
4	7	0	60.0	0	50	50	0	2	1
4	8	0	27.0	0	40	-10	0	3	2
4	9	0	58.0	1	75	35	0	2	1
4	10	0	27.0	0	50	-25	0	2	0
4	11	0	12.0	1	75	25	0	2	1
4	12	0	22.0	0	60	-15	0	2	1
4	13	0	27.0	1	90	30	0	2	2
4	14	0	57.0	1	100	10	1	0	3
5	15	0	65.0	0	0	-100	0	0	3
5	16	0	60.0	0	75	75	0	2	1
5	17	0	27.0	1	75	0	0	2	1
5	18	0	27.0	1	25	-50	0	1	1
5	19	0	36.0	1	50	25	0	1	1
5	20	0	36.0	0	50	0	0	2	1
5	21	1	27.0	1	100	50	1	1	2
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	0	75	75	0	2	0
1	3	0	2.0	1	75	0	0	2	1
1	4	0	22.0	0	50	-25	0	2	0
1	5	0	12.0	0	50	0	0	3	0
1	6	0	13.0	1	50	0	0	3	2
1	7	0	58.0	1	100	50	1	1	3
2	8	0	66.0	0	0	-100	0	0	3
2	9	0	60.0	0	25	25	0	2	1
2	10	0	22.0	1	90	65	1	2	0
2	11	0	7.0	1	50	-40	0	2	1
2	12	0	22.0	0	75	25	0	3	2
2	13	0	58.0	0	75	0	0	2	0
2	14	0	2.0	0	75	0	0	3	0
2	15	0	8.0	1	50	-25	0	3	2
2	16	0	58.0	0	75	25	0	2	0
2	17	0	2.0	1	100	25	1	0	3
3	18	0	65.0	0	0	-100	0	0	3
3	19	0	60.0	0	50	50	0	2	0
3	20	0	2.0	1	25	-25	0	1	1
3	21	0	21.0	0	75	50	0	3	2
3	22	0	58.0	0	25	-50	0	3	0
3	23	0	13.0	0	50	25	0	3	0
3	24	0	13.0	1	100	50	1	1	3
4	25	0	66.0	0	0	-100	0	0	3
4	26	0	60.0	1	75	75	0	3	0
4	27	0	3.0	0	25	-50	0	3	2
4	28	0	58.0	1	75	50	0	3	1
4	29	0	28.0	1	75	0	0	3	0
4	30	0	8.0	1	75	0	0	3	0
4	31	0	3.0	1	50	-25	0	2	1
4	32	0	27.0	1	100	50	1	1	3
5	33	0	66.0	0	0	-100	0	0	3
5	34	0	60.0	0	50	50	0	2	1
5	35	0	22.0	0	30	-20	0	3	0
5	36	0	13.0	1	100	70	1	0	3
3	37	0	65.0	0	0	-100	0	0	3
3	38	0	60.0	0	50	50	0	3	0
3	39	0	3.0	1	25	-25	0	2	0
3	40	0	2.0	0	25	0	0	3	0
3	41	0	3.0	1	50	25	0	2	1
3	42	0	27.0	1	25	-25	0	2	1
3	43	0	37.0	1	50	25	0	3	0
3	44	0	3.0	1	50	0	0	3	0
3	45	0	3.0	1	50	0	0	3	2
3	46	0	58.0	0	25	-25	0	3	2
3	47	0	58.0	1	40	15	0	3	2
3	48	0	58.0	0	25	-15	0	3	0
3	49	0	13.0	0	25	0	0	3	2
3	50	0	58.0	0	25	0	0	3	2
3	51	0	58.0	0	25	0	0	3	2
3	52	0	58.0	0	30	5	0	3	2
3	53	0	58.0	0	25	-5	0	2	3
3	54	0	77.0	0	25	0	0	3	2
3	55	0	58.0	1	90	65	0	2	0
3	56	0	7.0	0	50	-40	0	3	2
3	57	0	58.0	0	40	-10	0	3	2
4	58	0	58.0	0	0	-40	0	0	3
4	59	0	75.0	0	25	25	0	2	0
4	60	0	12.0	0	40	15	0	3	0
4	61	0	13.0	0	10	-30	0	2	1
4	62	0	22.0	1	10	0	0	2	0
4	63	0	2.0	1	25	15	0	2	2
4	64	0	47.0	1	25	0	0	2	0
4	65	0	2.0	1	75	50	0	3	0
4	66	0	13.0	0	40	-35	0	3	0
4	67	0	13.0	0	25	-15	0	3	0
4	68	0	13.0	0	50	25	0	3	2
5	69	0	58.0	0	0	-50	0	0	3
5	70	0	60.0	1	50	50	0	3	0
3	71	0	13.0	0	0	-50	0	0	3
3	72	0	60.0	0	75	75	0	2	1
3	73	0	27.0	1	40	-35	0	2	0
3	74	0	2.0	1	50	10	0	2	0
3	75	0	2.0	0	75	25	0	2	0
3	76	0	2.0	1	50	-25	0	2	1
3	77	0	27.0	0	10	-40	0	2	0
4	78	0	2.0	0	0	-10	0	0	3
4	79	0	60.0	0	75	75	0	2	1
4	80	0	27.0	1	50	-25	0	2	0
4	81	0	2.0	1	50	0	0	2	1
4	82	0	22.0	1	50	0	0	2	0
4	83	0	2.0	1	50	0	0	2	0
4	84	0	2.0	1	75	25	0	2	0
4	85	0	7.0	1	100	25	1	1	0
5	86	0	6.0	0	0	-100	0	0	3
5	87	0	60.0	0	80	80	0	2	0
5	88	0	7.0	1	100	20	1	1	0
5	89	0	6.0	1	50	-50	0	2	0
1	90	0	2.0	0	0	-50	0	0	3
1	91	0	60.0	0	75	75	0	2	3
1	92	0	77.0	1	100	25	1	1	0
1	93	0	1.0	1	75	-25	0	3	2
1	94	1	58.0	1	100	25	1	0	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	60	60	0	2	0
2	3	0	2.0	1	25	-35	0	1	1
2	4	0	21.0	1	50	25	0	2	1
2	5	1	22.0	1	100	50	1	1	3
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	0	50	50	0	2	1
5	3	0	27.0	1	10	-40	0	1	1
5	4	0	36.0	1	50	40	0	2	0
5	5	0	2.0	1	50	0	0	2	0
5	6	1	2.0	1	100	50	1	0	3
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	0	75	75	0	2	0
1	3	0	2.0	1	75	0	0	3	0
1	4	0	3.0	1	75	0	0	2	1
1	5	0	27.0	1	75	0	0	3	2
1	6	0	58.0	0	75	0	1	2	2
1	7	1	57.0	1	75	0	0	2	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	50	50	0	2	1
2	3	0	27.0	0	0	-50	0	2	0
2	4	0	12.0	0	50	50	0	2	1
2	5	0	27.0	0	50	0	0	3	3
2	6	0	73.0	0	25	-25	0	2	3
2	7	0	72.0	0	40	15	0	1	3
3	8	0	66.0	0	0	-40	0	0	3
3	9	0	60.0	0	25	25	0	2	1
3	10	0	27.0	1	50	25	0	2	0
3	11	0	2.0	1	75	25	0	3	0
3	12	1	8.0	1	100	25	1	1	3
4	1	0	0.0	0	0	0	0	0	3
4	2	0	60.0	0	50	50	0	2	1
4	3	0	27.0	1	10	-40	0	1	0
4	4	0	11.0	1	50	40	0	2	1
4	5	0	37.0	0	50	0	0	3	2
4	6	0	58.0	1	10	-40	0	2	0
4	7	0	2.0	0	20	10	0	3	0
4	8	0	13.0	1	75	55	0	2	1
4	9	0	22.0	1	50	-25	0	2	2
5	10	0	47.0	0	0	-50	0	0	3
5	11	0	75.0	0	50	50	0	2	0
5	12	0	12.0	1	50	0	0	2	1
5	13	0	22.0	1	75	25	0	2	1
5	14	0	27.0	1	15	-60	0	2	1
5	15	0	37.0	0	25	10	0	2	0
5	16	0	12.0	1	10	-15	0	2	1
5	17	0	22.0	0	25	15	0	3	2
5	18	0	48.0	0	50	25	0	3	2
5	19	1	58.0	1	100	50	1	0	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	50	50	0	2	0
2	3	1	12.0	1	100	50	1	1	3
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	0	75	75	1	2	0
5	3	0	2.0	1	25	-50	0	3	2
1	4	0	58.0	0	0	-25	0	0	3
1	5	0	60.0	1	90	90	1	2	2
1	6	0	57.0	1	100	10	1	1	0
1	7	0	1.0	1	90	-10	0	2	0
1	8	0	7.0	1	100	10	1	1	3
3	9	0	66.0	0	0	-100	0	0	3
3	10	0	60.0	0	75	75	0	2	1
3	11	0	27.0	0	75	0	0	2	1
3	12	0	27.0	0	50	-25	0	3	0
3	13	0	13.0	1	100	50	1	0	3
4	14	0	65.0	0	0	-100	0	0	3
4	15	0	60.0	0	75	75	0	2	1
4	16	0	27.0	1	75	0	0	2	1
4	17	0	22.0	0	40	-35	0	2	1
4	18	0	22.0	1	75	35	0	3	0
4	19	0	13.0	0	50	-25	0	2	0
4	20	0	7.0	1	50	0	0	2	2
4	21	0	57.0	0	50	0	0	3	2
5	22	0	58.0	0	0	-50	0	0	3
5	23	0	60.0	0	75	75	0	2	3
5	24	0	77.0	0	100	25	1	0	3
1	25	0	65.0	0	0	-100	0	0	3
1	26	0	60.0	0	50	50	0	2	0
1	27	0	2.0	1	50	0	0	2	0
1	28	0	2.0	1	75	25	0	2	0
1	29	1	2.0	1	100	25	1	0	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	50	50	0	2	0
2	3	0	2.0	0	50	0	0	3	1
2	4	0	28.0	0	40	-10	0	2	0
2	5	0	12.0	0	25	-15	0	2	0
2	6	0	7.0	1	25	0	0	2	0
2	7	0	7.0	0	50	25	0	2	1
2	8	0	27.0	1	100	50	1	1	0
2	9	0	1.0	0	50	-50	0	2	0
2	10	0	12.0	1	20	-30	0	2	0
3	11	0	2.0	0	0	-20	0	0	3
3	12	0	60.0	0	75	75	0	2	0
3	13	0	2.0	1	30	-45	0	1	1
3	14	1	21.0	1	100	70	1	1	3
4	1	0	0.0	0	0	0	0	0	3
4	2	0	60.0	0	75	75	0	2	1
4	3	0	27.0	1	75	0	0	2	0
4	4	0	2.0	0	75	0	0	3	1
4	5	0	28.0	0	50	-25	0	2	0
4	6	1	2.0	1	100	50	1	1	3
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	0	25	25	0	2	0
5	3	0	2.0	0	25	0	0	2	1
5	4	0	22.0	1	50	25	0	2	1
5	5	0	22.0	1	50	0	0	2	1
5	6	0	22.0	0	50	0	0	2	2
5	7	0	57.0	1	50	0	0	2	0
5	8	0	2.0	0	40	-10	0	2	0
5	9	0	2.0	0	50	10	0	3	2
5	10	0	58.0	1	75	25	0	2	0
4	11	0	2.0	0	0	-75	0	0	3
4	12	0	60.0	0	60	60	0	2	1
4	13	0	27.0	1	50	-10	0	2	1
4	14	0	22.0	1	75	25	0	2	0
4	15	0	2.0	1	75	0	0	2	0
1	16	0	2.0	0	0	-75	0	0	3
1	17	0	60.0	0	75	75	0	2	1
1	18	0	27.0	1	25	-50	0	2	0
1	19	0	12.0	1	75	50	0	2	1
1	20	0	22.0	1	75	0	0	2	1
1	21	0	37.0	1	100	25	1	1	3
2	22	0	66.0	0	0	-100	0	0	3
2	23	0	60.0	0	50	50	0	2	1
2	24	0	27.0	1	50	0	0	3	1
2	25	0	28.0	0	50	0	0	3	1
2	26	0	28.0	0	50	0	0	2	1
2	27	0	27.0	0	50	0	0	2	1
2	28	0	27.0	1	100	50	1	2	2
2	29	0	47.0	0	50	-50	0	3	2
2	30	0	58.0	1	100	50	1	1	2
3	31	0	56.0	0	0	-100	0	0	3
3	32	0	60.0	0	50	50	0	2	1
3	33	0	27.0	1	25	-25	0	1	1
3	34	0	36.0	1	25	0	0	1	1
3	35	0	36.0	0	25	0	0	2	0
3	36	0	12.0	1	50	25	0	2	1
3	37	0	22.0	1	75	25	0	1	1
3	38	0	36.0	1	100	25	1	0	3
4	39	0	65.0	0	0	-100	0	0	3
4	40	0	60.0	0	30	30	0	1	1
4	41	0	21.0	1	75	45	0	2	0
4	42	0	2.0	1	100	25	1	0	3
5	43	0	70.0	0	0	-100	0	0	3
5	44	0	60.0	0	50	50	0	2	1
5	45	0	27.0	1	25	-25	0	2	0
5	46	0	12.0	0	50	25	0	2	1
5	47	0	27.0	1	50	0	0	2	1
5	48	0	22.0	0	50	0	0	2	1
5	49	0	27.0	0	25	-25	0	3	2
5	50	0	58.0	0	30	5	0	3	2
5	51	0	58.0	1	50	20	0	2	0
5	52	0	12.0	0	50	0	0	3	0
1	53	0	13.0	0	0	-50	0	0	3
1	54	0	60.0	0	50	50	0	3	2
1	55	1	58.0	1	100	50	1	1	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	40	40	0	2	1
2	3	0	27.0	0	25	-15	0	2	1
2	4	0	27.0	1	75	50	0	3	0
2	5	1	3.0	1	100	25	1	0	3
3	1	0	0.0	0	0	0	0	0	3
3	2	0	60.0	0	25	25	0	2	1
3	3	0	22.0	0	20	-5	0	2	3
3	4	0	77.0	0	10	-10	0	1	3
3	5	0	76.0	0	20	10	0	2	1
3	6	0	22.0	1	25	5	0	1	1
3	7	0	36.0	0	25	0	0	3	2
3	8	0	58.0	0	25	0	0	3	2
3	9	0	58.0	0	10	-15	0	3	2
3	10	0	58.0	0	25	15	0	3	2
3	11	1	58.0	1	100	75	1	1	3
4	1	0	0.0	0	0	0	0	0	3
4	2	0	60.0	1	100	100	1	0	3
4	3	0	65.0	0	100	0	1	0	3
4	4	0	65.0	1	100	0	1	1	1
4	5	0	36.0	1	25	-75	0	1	3
4	6	0	76.0	1	100	75	1	1	2
4	7	1	56.0	1	100	0	1	1	3
5	1	0	0.0	0	0	0	0	0	3
5	2	0	75.0	0	50	50	0	2	3
5	3	0	77.0	0	50	0	0	2	3
5	4	0	72.0	0	50	0	0	3	2
5	5	0	58.0	1	50	0	0	3	0
5	6	0	13.0	0	25	-25	0	2	0
5	7	0	12.0	0	50	25	0	2	0
5	8	0	2.0	1	100	50	1	1	3
5	9	0	66.0	1	100	0	1	0	2
5	10	1	45.0	1	100	0	1	0	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	50	50	0	2	0
2	3	1	12.0	1	100	50	1	1	2
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	0	40	40	0	2	0
5	3	0	2.0	1	40	0	0	3	0
5	4	0	3.0	0	25	-15	0	3	0
5	5	0	13.0	1	100	75	1	1	0
5	6	1	6.0	1	100	0	1	1	2
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	0	25	25	0	2	1
1	3	0	22.0	1	75	50	0	2	1
1	4	0	22.0	1	75	0	0	2	0
1	5	0	2.0	1	75	0	0	2	0
1	6	0	2.0	1	75	0	0	2	3
1	7	0	72.0	0	50	-25	0	3	2
1	8	1	58.0	1	100	50	1	0	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	25	25	0	1	1
2	3	0	21.0	1	60	35	0	2	1
2	4	0	27.0	1	90	30	1	2	0
2	5	1	7.0	1	100	10	1	0	3
4	1	0	0.0	0	0	0	0	1	1
4	2	0	21.0	1	10	10	0	2	1
4	3	0	27.0	0	25	15	0	2	1
4	4	1	22.0	1	100	75	1	0	3
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	0	100	100	1	1	1
5	3	0	36.0	1	50	-50	0	2	0
5	4	0	2.0	0	75	25	0	2	1
5	5	0	22.0	0	75	0	0	3	0
5	6	0	3.0	0	75	0	0	2	2
5	7	0	57.0	0	75	0	0	3	0
5	8	0	3.0	0	75	0	0	2	1
5	9	0	27.0	0	50	-25	0	3	2
5	10	0	58.0	1	75	25	0	3	0
1	11	0	3.0	0	0	-75	0	0	3
1	12	0	60.0	0	75	75	0	2	1
1	13	0	22.0	0	25	-50	0	2	1
1	14	0	22.0	0	25	0	0	2	1
1	15	0	27.0	0	25	0	0	2	1
1	16	0	22.0	0	25	0	0	3	0
1	17	0	13.0	0	25	0	0	3	2
1	18	0	58.0	0	0	-25	0	1	1
1	19	0	21.0	1	25	25	0	1	1
1	20	0	36.0	0	10	-15	0	1	1
1	21	0	36.0	1	25	15	0	2	2
1	22	0	47.0	1	75	50	0	2	1
1	23	0	22.0	0	25	-50	0	2	1
1	24	0	22.0	1	75	50	0	2	1
1	25	1	27.0	1	100	25	1	0	3
2	1	0	0.0	0	0	0	0	0	1
2	2	0	20.0	1	75	75	0	2	1
2	3	0	37.0	1	25	-50	0	1	1
2	4	0	36.0	0	50	25	0	2	1
2	5	0	27.0	0	25	-25	0	2	1
2	6	1	27.0	1	75	50	1	1	3
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	0	50	50	0	2	1
1	3	0	27.0	1	25	-25	0	2	1
1	4	0	37.0	1	50	25	0	2	0
1	5	0	2.0	1	75	25	0	3	0
3	6	0	3.0	0	0	-75	0	0	3
3	7	0	60.0	0	75	75	0	2	0
3	8	0	7.0	1	25	-50	0	2	0
4	9	0	2.0	0	0	-25	0	0	3
4	10	0	60.0	0	50	50	0	2	0
4	11	0	2.0	1	75	25	0	3	0
1	12	0	8.0	0	0	-75	0	0	3
1	13	0	60.0	0	25	25	0	2	0
1	14	0	7.0	1	75	50	0	2	0
1	15	0	7.0	1	30	-45	0	2	0
1	16	0	2.0	1	25	-5	0	2	0
1	17	0	2.0	1	25	0	0	2	0
1	18	0	2.0	1	75	50	0	1	3
1	19	0	71.0	1	50	-25	0	1	3
1	20	1	76.0	1	100	50	1	0	3
3	1	0	0.0	0	0	0	0	0	3
3	2	0	60.0	0	70	70	0	2	0
3	3	0	12.0	1	25	-45	0	2	0
3	4	0	2.0	0	40	15	0	2	3
3	5	0	77.0	0	25	-15	0	3	2
3	6	0	58.0	1	50	25	0	2	0
3	7	0	2.0	1	25	-25	0	2	0
3	8	0	2.0	1	50	25	0	1	0
3	9	0	1.0	1	50	0	0	2	0
3	10	0	2.0	1	100	50	1	1	2
3	11	0	46.0	1	100	0	1	0	3
4	12	0	65.0	0	0	-100	0	0	3
4	13	0	60.0	0	50	50	0	1	3
4	14	0	76.0	1	25	-25	0	1	3
4	15	0	76.0	1	25	0	0	2	2
4	16	0	47.0	1	25	0	0	2	0
4	17	0	2.0	1	50	25	0	2	0
4	18	1	2.0	1	100	50	1	1	3
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	0	40	40	0	3	0
5	3	0	13.0	1	25	-15	0	2	0
5	4	0	2.0	1	75	50	0	2	0
5	5	0	2.0	1	10	-65	0	1	0
5	6	1	1.0	1	100	90	1	0	3
1	1	0	0.0	0	0	0	0	1	1
1	2	0	21.0	0	0	0	0	2	2
1	3	0	47.0	0	20	20	0	3	2
1	4	0	58.0	1	75	55	0	2	0
1	5	0	2.0	1	75	0	0	2	0
2	6	0	2.0	0	0	-75	0	1	2
2	7	0	46.0	1	100	100	1	0	3
3	8	0	65.0	0	0	-100	0	1	1
3	9	0	21.0	1	50	50	0	2	0
3	10	0	2.0	1	75	25	0	3	0
4	11	0	3.0	0	0	-75	0	1	0
4	12	0	1.0	1	30	30	0	2	1
4	13	0	37.0	1	50	20	0	3	0
4	14	0	18.0	0	40	-10	0	3	0
4	15	0	13.0	0	50	10	0	2	1
4	16	0	22.0	1	75	25	0	3	0
4	17	0	8.0	1	75	0	0	2	1
5	18	0	27.0	0	0	-75	0	1	1
5	19	0	21.0	1	75	75	0	2	1
5	20	0	37.0	0	40	-35	0	2	1
5	21	0	27.0	1	75	35	0	3	0
5	22	0	3.0	1	50	-25	0	3	2
5	23	0	58.0	0	50	0	0	3	2
5	24	0	58.0	1	75	25	0	3	2
1	25	0	58.0	0	0	-75	0	0	3
1	26	0	60.0	0	10	10	0	2	0
1	27	0	2.0	1	50	40	0	3	2
1	28	0	58.0	1	75	25	0	3	2
1	29	0	58.0	0	50	-25	0	3	0
1	30	0	3.0	1	10	-40	0	2	0
1	31	0	2.0	0	50	40	0	2	0
1	32	0	2.0	0	40	-10	0	3	2
1	33	0	58.0	0	50	10	0	3	2
3	34	0	58.0	0	0	-50	0	0	3
3	35	0	60.0	0	10	10	0	1	1
3	36	0	21.0	1	25	15	0	3	2
3	37	0	48.0	1	50	25	0	2	0
3	38	0	2.0	1	50	0	0	3	2
3	39	0	48.0	0	50	0	0	2	2
3	40	0	47.0	1	50	0	0	2	0
3	41	0	2.0	1	75	25	0	3	2
3	42	1	58.0	1	100	25	1	0	3
4	1	0	0.0	0	0	0	0	0	3
4	2	0	60.0	0	50	50	0	2	0
4	3	0	2.0	1	60	10	0	2	1
4	4	0	27.0	0	50	-10	0	3	2
5	5	0	58.0	0	0	-50	0	0	3
5	6	0	60.0	0	75	75	1	0	3
5	7	0	65.0	1	50	-25	0	2	1
5	8	0	22.0	1	75	25	0	2	0
5	9	0	2.0	1	50	-25	0	3	2
5	10	0	58.0	0	25	-25	0	3	2
5	11	0	58.0	1	50	25	0	3	2
5	12	0	58.0	0	25	-25	0	3	2
1	13	0	58.0	0	0	-25	0	0	3
1	14	0	60.0	0	50	50	0	2	1
1	15	0	27.0	1	50	0	0	2	0
1	16	0	2.0	0	40	-10	0	2	0
1	17	0	2.0	0	25	-15	0	3	2
3	18	0	58.0	0	0	-25	0	0	3
3	19	0	60.0	0	50	50	0	3	0
3	20	0	3.0	0	40	-10	0	3	0
3	21	0	3.0	1	30	-10	0	2	0
3	22	0	17.0	1	75	45	0	2	1
4	23	0	22.0	0	0	-75	0	0	3
4	24	0	60.0	0	50	50	0	2	1
4	25	0	22.0	1	50	0	0	2	1
4	26	0	37.0	1	25	-25	0	2	2
4	27	0	57.0	0	30	5	0	3	2
4	28	0	58.0	1	25	-5	0	2	2
4	29	0	57.0	1	25	0	0	1	0
4	30	0	1.0	1	75	50	0	2	0
1	31	0	2.0	0	0	-75	0	0	3
1	32	0	60.0	0	75	75	0	2	1
1	33	0	27.0	1	75	0	1	2	0
1	34	0	12.0	0	50	-25	0	3	0
1	35	0	3.0	0	50	0	0	2	2
1	36	0	57.0	1	75	25	0	2	0
1	37	0	7.0	1	75	0	0	2	0
2	38	0	2.0	0	0	-75	0	0	3
2	39	0	60.0	0	75	75	0	3	0
2	40	0	3.0	1	75	0	0	3	0
2	41	0	3.0	1	75	0	0	2	0
2	42	0	2.0	0	50	-25	0	3	0
5	43	0	3.0	0	0	-50	0	0	3
5	44	0	60.0	0	40	40	0	2	1
5	45	0	27.0	1	75	35	0	2	0
5	46	0	2.0	0	40	-35	0	3	2
5	47	0	58.0	1	50	10	0	3	0
5	48	0	3.0	0	20	-30	0	3	2
5	49	0	58.0	0	30	10	0	3	0
5	50	0	3.0	0	30	0	0	3	0
5	51	0	13.0	1	50	20	0	3	2
5	52	0	58.0	0	25	-25	0	3	2
1	53	0	58.0	0	0	-25	0	0	3
1	54	0	60.0	0	50	50	0	3	0
1	55	0	3.0	0	50	0	0	2	3
1	56	0	77.0	0	25	-25	0	2	1
1	57	0	37.0	0	50	25	0	3	2
1	58	0	58.0	1	75	25	0	2	1
1	59	1	22.0	1	100	25	1	0	3
3	1	0	0.0	0	0	0	0	1	0
3	2	0	1.0	0	25	25	0	2	1
3	3	0	27.0	0	40	15	0	2	1
3	4	0	27.0	1	75	35	0	2	3
3	5	0	72.0	0	25	-50	0	2	1
3	6	0	27.0	0	75	50	0	3	2
