misconception_type,convo_turn,done,previous_action_id,listen_to_feedback,problem_progress,progress_delta,correct_solution,next_action_hint_strength,next_action_id
4,25,0,2,0,50,0,0,2,2
4,26,0,2,1,75,25,0,3,8
4,27,1,8,1,100,25,1,1,66
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,90,90,1,1,1
5,3,0,1,0,25,-65,0,2,2
5,4,0,2,0,50,25,0,3,3
5,5,0,3,0,25,-25,0,2,7
5,6,0,7,1,50,25,0,2,2
5,7,0,2,0,50,0,0,2,2
5,8,0,2,0,30,-20,0,2,27
5,9,0,27,0,75,45,0,3,3
5,10,0,3,0,50,-25,0,2,12
1,11,0,12,0,0,-50,0,0,60
1,12,0,60,0,25,25,0,2,2
1,13,0,2,1,50,25,0,3,13
2,14,0,13,0,0,-50,0,0,60
2,15,0,60,0,40,40,0,2,7
2,16,0,7,0,25,-15,0,3,13
3,17,0,13,0,0,-25,0,0,60
3,18,0,60,0,50,50,0,3,3
3,19,1,3,1,100,50,1,0,70
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,50,50,0,2,2
4,3,0,2,1,75,25,0,3,13
5,4,0,13,0,0,-75,0,0,60
5,5,0,60,0,50,50,0,3,3
5,6,0,3,0,40,-10,0,2,2
5,7,0,2,0,40,0,0,2,27
2,8,0,27,0,0,-40,0,0,60
2,9,0,60,0,75,75,0,2,27
2,10,0,27,1,50,-25,0,2,22
2,11,0,22,1,75,25,0,2,2
2,12,1,2,1,90,15,0,1,66
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,75,75,0,2,27
4,3,0,27,1,50,-25,0,2,37
4,4,0,37,1,75,25,0,3,48
4,5,0,48,1,50,-25,0,2,2
4,6,0,2,1,100,50,1,0,65
5,7,0,65,0,0,-100,0,0,60
5,8,0,60,0,75,75,0,3,3
5,9,0,3,0,75,0,0,3,3
5,10,1,3,1,100,25,1,0,65
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,50,50,0,3,3
1,3,1,3,1,100,50,1,0,65
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,3,3
2,3,1,3,1,100,50,1,1,71
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,25,25,0,2,2
3,3,0,2,0,50,25,0,3,13
3,4,0,13,1,50,0,0,3,13
3,5,0,13,0,50,0,0,3,13
3,6,0,13,0,50,0,0,3,13
3,7,0,13,0,25,-25,0,3,13
3,8,0,13,0,50,25,0,3,3
3,9,0,3,1,75,25,0,2,2
3,10,0,2,1,75,0,0,3,3
3,11,1,3,1,100,25,1,1,71
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,75,75,0,1,76
4,3,1,76,1,0,-75,0,0,65
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,50,50,0,3,13
5,3,0,13,1,50,0,0,3,13
5,4,0,13,1,90,40,1,2,7
5,5,0,7,1,50,-40,0,2,2
5,6,0,2,1,75,25,0,3,13
5,7,0,13,0,50,-25,0,3,48
5,8,0,48,1,100,50,1,0,65
1,9,0,65,0,0,-100,0,1,21
1,10,0,21,1,25,25,0,1,1
1,11,0,1,0,75,50,0,2,57
1,12,0,57,1,100,25,1,1,1
1,13,0,1,1,100,0,1,1,1
1,14,0,1,1,100,0,1,0,65
2,15,0,65,0,0,-100,0,1,1
2,16,0,1,1,25,25,0,1,1
2,17,0,1,0,25,0,0,2,47
2,18,0,47,0,40,15,0,3,58
2,19,0,58,1,50,10,0,3,48
2,20,0,48,1,50,0,0,2,12
2,21,0,12,1,75,25,0,3,58
2,22,0,58,1,75,0,0,3,3
2,23,0,3,1,90,15,1,1,71
3,24,0,71,0,0,-90,0,1,1
3,25,0,1,0,50,50,0,3,13
3,26,0,13,1,75,25,0,3,58
3,27,0,58,1,75,0,0,2,72
3,28,0,72,0,50,-25,0,3,58
3,29,0,58,0,75,25,0,3,3
4,30,0,3,0,0,-75,0,1,1
4,31,0,1,1,75,75,0,2,7
4,32,1,7,1,75,0,0,2,77
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,40,40,0,3,13
1,3,0,13,1,50,10,0,2,2
1,4,0,2,1,25,-25,0,2,2
1,5,0,2,1,75,50,0,2,2
1,6,0,2,0,25,-50,0,3,3
2,7,0,3,0,0,-25,0,0,60
2,8,0,60,0,50,50,0,2,2
2,9,0,2,1,75,25,0,3,13
2,10,1,13,1,100,25,1,0,65
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,50,50,0,2,2
3,3,0,2,1,75,25,0,3,3
3,4,0,3,1,50,-25,0,2,2
3,5,0,2,0,50,0,0,3,58
3,6,1,58,1,100,50,1,0,65
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,50,50,0,3,3
5,3,0,3,0,25,-25,0,3,58
5,4,0,58,1,75,50,0,3,48
5,5,0,48,1,75,0,0,2,2
5,6,0,2,1,50,-25,0,3,3
5,7,1,3,1,100,50,1,0,65
1,1,0,0,0,0,0,0,0,60
1,2,0,60,1,100,100,1,1,1
1,3,0,1,1,75,-25,1,1,1
1,4,0,1,0,0,-75,0,0,60
1,5,0,60,0,40,40,0,3,3
1,6,0,3,0,25,-15,0,2,12
1,7,0,12,0,40,15,0,2,47
1,8,0,47,0,20,-20,0,3,13
1,9,0,13,0,25,5,0,2,27
1,10,0,27,1,50,25,0,2,2
1,11,0,2,1,40,-10,0,2,22
1,12,0,22,0,40,0,0,3,13
1,13,0,13,1,50,10,0,2,27
1,14,0,27,1,40,-10,0,3,18
1,15,0,18,0,50,10,0,2,57
1,16,0,57,1,50,0,0,2,2
1,17,1,2,1,75,25,0,2,72
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,50,50,0,2,2
3,3,0,2,1,50,0,0,2,2
3,4,1,2,1,100,50,1,0,65
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,75,75,0,3,3
4,3,0,3,1,75,0,0,2,22
4,4,0,22,0,75,0,0,3,8
4,5,0,8,0,50,-25,0,3,58
4,6,0,58,1,50,0,0,3,13
4,7,0,13,1,75,25,0,3,58
4,8,0,58,0,50,-25,0,3,58
4,9,0,58,0,50,0,0,3,58
4,10,0,58,0,50,0,0,3,13
5,11,0,13,0,0,-50,0,0,60
5,12,0,60,0,50,50,0,2,2
5,13,0,2,1,50,0,0,2,2
5,14,0,2,1,25,-25,0,2,22
5,15,0,22,1,100,75,1,1,21
5,16,1,21,1,100,0,1,0,65
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,75,75,0,2,27
2,3,0,27,0,50,-25,0,2,22
2,4,0,22,0,75,25,0,2,2
3,5,0,2,0,0,-75,0,0,60
3,6,0,60,0,50,50,0,2,27
3,7,0,27,1,25,-25,0,2,37
3,8,0,37,1,75,50,0,2,37
3,9,1,37,1,100,25,1,1,6
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,60,60,0,2,22
4,3,0,22,1,75,15,0,3,28
5,4,0,28,0,0,-75,0,0,60
5,5,0,60,0,75,75,0,2,27
5,6,1,27,1,100,25,1,1,16
1,1,0,0,0,0,0,0,1,21
1,2,0,21,1,10,10,0,2,47
1,3,0,47,1,90,80,1,2,57
1,4,1,57,1,100,10,1,1,76
2,1,0,0,0,0,0,0,1,1
2,2,0,1,1,50,50,0,2,27
2,3,0,27,1,50,0,0,2,2
3,4,0,2,0,0,-50,0,1,1
3,5,0,1,0,25,25,0,2,7
3,6,0,7,1,25,0,0,2,2
3,7,0,2,1,10,-15,0,1,1
3,8,0,1,0,50,40,0,3,58
3,9,0,58,0,25,-25,0,3,58
3,10,0,58,0,40,15,0,2,2
4,11,0,2,0,0,-40,0,1,21
4,12,0,21,0,50,50,0,2,22
4,13,0,22,0,25,-25,0,2,12
4,14,0,12,0,25,0,0,2,37
4,15,0,37,0,50,25,0,3,48
4,16,0,48,0,20,-30,0,2,22
5,17,0,22,0,0,-20,0,1,21
5,18,0,21,0,25,25,0,2,12
5,19,0,12,1,75,50,0,2,22
1,20,0,22,0,0,-75,0,0,60
1,21,0,60,0,50,50,0,2,22
1,22,0,22,1,50,0,0,2,2
1,23,0,2,0,75,25,0,2,12
1,24,0,12,0,50,-25,0,2,27
1,25,1,27,1,100,50,1,0,65
2,1,0,0,0,0,0,0,0,75
2,2,0,75,0,75,75,0,3,13
2,3,0,13,0,50,-25,0,2,12
2,4,1,12,1,100,50,1,0,65
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,75,75,0,2,27
3,3,0,27,1,75,0,0,2,22
3,4,0,22,1,25,-50,0,1,36
3,5,0,36,1,100,75,1,0,65
4,6,0,65,0,0,-100,0,0,60
4,7,0,60,0,50,50,0,2,27
4,8,0,27,0,40,-10,0,3,58
4,9,0,58,1,75,35,0,2,27
4,10,0,27,0,50,-25,0,2,12
4,11,0,12,1,75,25,0,2,22
4,12,0,22,0,60,-15,0,2,27
4,13,0,27,1,90,30,0,2,57
4,14,0,57,1,100,10,1,0,65
5,15,0,65,0,0,-100,0,0,60
5,16,0,60,0,75,75,0,2,27
5,17,0,27,1,75,0,0,2,27
5,18,0,27,1,25,-50,0,1,36
5,19,0,36,1,50,25,0,1,36
5,20,0,36,0,50,0,0,2,27
5,21,1,27,1,100,50,1,1,46
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,75,75,0,2,2
1,3,0,2,1,75,0,0,2,22
1,4,0,22,0,50,-25,0,2,12
1,5,0,12,0,50,0,0,3,13
1,6,0,13,1,50,0,0,3,58
1,7,0,58,1,100,50,1,1,66
2,8,0,66,0,0,-100,0,0,60
2,9,0,60,0,25,25,0,2,22
2,10,0,22,1,90,65,1,2,7
2,11,0,7,1,50,-40,0,2,22
2,12,0,22,0,75,25,0,3,58
2,13,0,58,0,75,0,0,2,2
2,14,0,2,0,75,0,0,3,8
2,15,0,8,1,50,-25,0,3,58
2,16,0,58,0,75,25,0,2,2
2,17,0,2,1,100,25,1,0,65
3,18,0,65,0,0,-100,0,0,60
3,19,0,60,0,50,50,0,2,2
3,20,0,2,1,25,-25,0,1,21
3,21,0,21,0,75,50,0,3,58
3,22,0,58,0,25,-50,0,3,13
3,23,0,13,0,50,25,0,3,13
3,24,0,13,1,100,50,1,1,66
4,25,0,66,0,0,-100,0,0,60
4,26,0,60,1,75,75,0,3,3
4,27,0,3,0,25,-50,0,3,58
4,28,0,58,1,75,50,0,3,28
4,29,0,28,1,75,0,0,3,8
4,30,0,8,1,75,0,0,3,3
4,31,0,3,1,50,-25,0,2,27
4,32,0,27,1,100,50,1,1,66
5,33,0,66,0,0,-100,0,0,60
5,34,0,60,0,50,50,0,2,22
5,35,0,22,0,30,-20,0,3,13
5,36,0,13,1,100,70,1,0,65
3,37,0,65,0,0,-100,0,0,60
3,38,0,60,0,50,50,0,3,3
3,39,0,3,1,25,-25,0,2,2
3,40,0,2,0,25,0,0,3,3
3,41,0,3,1,50,25,0,2,27
3,42,0,27,1,25,-25,0,2,37
3,43,0,37,1,50,25,0,3,3
3,44,0,3,1,50,0,0,3,3
3,45,0,3,1,50,0,0,3,58
3,46,0,58,0,25,-25,0,3,58
3,47,0,58,1,40,15,0,3,58
3,48,0,58,0,25,-15,0,3,13
3,49,0,13,0,25,0,0,3,58
3,50,0,58,0,25,0,0,3,58
3,51,0,58,0,25,0,0,3,58
3,52,0,58,0,30,5,0,3,58
3,53,0,58,0,25,-5,0,2,77
3,54,0,77,0,25,0,0,3,58
3,55,0,58,1,90,65,0,2,7
3,56,0,7,0,50,-40,0,3,58
3,57,0,58,0,40,-10,0,3,58
4,58,0,58,0,0,-40,0,0,75
4,59,0,75,0,25,25,0,2,12
4,60,0,12,0,40,15,0,3,13
4,61,0,13,0,10,-30,0,2,22
4,62,0,22,1,10,0,0,2,2
4,63,0,2,1,25,15,0,2,47
4,64,0,47,1,25,0,0,2,2
4,65,0,2,1,75,50,0,3,13
4,66,0,13,0,40,-35,0,3,13
4,67,0,13,0,25,-15,0,3,13
4,68,0,13,0,50,25,0,3,58
5,69,0,58,0,0,-50,0,0,60
5,70,0,60,1,50,50,0,3,13
3,71,0,13,0,0,-50,0,0,60
3,72,0,60,0,75,75,0,2,27
3,73,0,27,1,40,-35,0,2,2
3,74,0,2,1,50,10,0,2,2
3,75,0,2,0,75,25,0,2,2
3,76,0,2,1,50,-25,0,2,27
3,77,0,27,0,10,-40,0,2,2
4,78,0,2,0,0,-10,0,0,60
4,79,0,60,0,75,75,0,2,27
4,80,0,27,1,50,-25,0,2,2
4,81,0,2,1,50,0,0,2,22
4,82,0,22,1,50,0,0,2,2
4,83,0,2,1,50,0,0,2,2
4,84,0,2,1,75,25,0,2,7
4,85,0,7,1,100,25,1,1,6
5,86,0,6,0,0,-100,0,0,60
5,87,0,60,0,80,80,0,2,7
5,88,0,7,1,100,20,1,1,6
5,89,0,6,1,50,-50,0,2,2
1,90,0,2,0,0,-50,0,0,60
1,91,0,60,0,75,75,0,2,77
1,92,0,77,1,100,25,1,1,1
1,93,0,1,1,75,-25,0,3,58
1,94,1,58,1,100,25,1,0,65
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,60,60,0,2,2
2,3,0,2,1,25,-35,0,1,21
2,4,0,21,1,50,25,0,2,22
2,5,1,22,1,100,50,1,1,66
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,50,50,0,2,27
5,3,0,27,1,10,-40,0,1,36
5,4,0,36,1,50,40,0,2,2
5,5,0,2,1,50,0,0,2,2
5,6,1,2,1,100,50,1,0,65
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,75,75,0,2,2
1,3,0,2,1,75,0,0,3,3
1,4,0,3,1,75,0,0,2,27
1,5,0,27,1,75,0,0,3,58
1,6,0,58,0,75,0,1,2,57
1,7,1,57,1,75,0,0,2,72
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,2,27
2,3,0,27,0,0,-50,0,2,12
2,4,0,12,0,50,50,0,2,27
2,5,0,27,0,50,0,0,3,73
2,6,0,73,0,25,-25,0,2,72
2,7,0,72,0,40,15,0,1,66
3,8,0,66,0,0,-40,0,0,60
3,9,0,60,0,25,25,0,2,27
3,10,0,27,1,50,25,0,2,2
3,11,0,2,1,75,25,0,3,8
3,12,1,8,1,100,25,1,1,66
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,50,50,0,2,27
4,3,0,27,1,10,-40,0,1,11
4,4,0,11,1,50,40,0,2,37
4,5,0,37,0,50,0,0,3,58
4,6,0,58,1,10,-40,0,2,2
4,7,0,2,0,20,10,0,3,13
4,8,0,13,1,75,55,0,2,22
4,9,0,22,1,50,-25,0,2,47
5,10,0,47,0,0,-50,0,0,75
5,11,0,75,0,50,50,0,2,12
5,12,0,12,1,50,0,0,2,22
5,13,0,22,1,75,25,0,2,27
5,14,0,27,1,15,-60,0,2,37
5,15,0,37,0,25,10,0,2,12
5,16,0,12,1,10,-15,0,2,22
5,17,0,22,0,25,15,0,3,48
5,18,0,48,0,50,25,0,3,58
5,19,1,58,1,100,50,1,0,65
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,2,12
2,3,1,12,1,100,50,1,1,66
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,75,75,1,2,2
5,3,0,2,1,25,-50,0,3,58
1,4,0,58,0,0,-25,0,0,60
1,5,0,60,1,90,90,1,2,57
1,6,0,57,1,100,10,1,1,1
1,7,0,1,1,90,-10,0,2,7
1,8,0,7,1,100,10,1,1,66
3,9,0,66,0,0,-100,0,0,60
3,10,0,60,0,75,75,0,2,27
3,11,0,27,0,75,0,0,2,27
3,12,0,27,0,50,-25,0,3,13
3,13,0,13,1,100,50,1,0,65
4,14,0,65,0,0,-100,0,0,60
4,15,0,60,0,75,75,0,2,27
4,16,0,27,1,75,0,0,2,22
4,17,0,22,0,40,-35,0,2,22
4,18,0,22,1,75,35,0,3,13
4,19,0,13,0,50,-25,0,2,7
4,20,0,7,1,50,0,0,2,57
4,21,0,57,0,50,0,0,3,58
5,22,0,58,0,0,-50,0,0,60
5,23,0,60,0,75,75,0,2,77
5,24,0,77,0,100,25,1,0,65
1,25,0,65,0,0,-100,0,0,60
1,26,0,60,0,50,50,0,2,2
1,27,0,2,1,50,0,0,2,2
1,28,0,2,1,75,25,0,2,2
1,29,1,2,1,100,25,1,0,65
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,2,2
2,3,0,2,0,50,0,0,3,28
2,4,0,28,0,40,-10,0,2,12
2,5,0,12,0,25,-15,0,2,7
2,6,0,7,1,25,0,0,2,7
2,7,0,7,0,50,25,0,2,27
2,8,0,27,1,100,50,1,1,1
2,9,0,1,0,50,-50,0,2,12
2,10,0,12,1,20,-30,0,2,2
3,11,0,2,0,0,-20,0,0,60
3,12,0,60,0,75,75,0,2,2
3,13,0,2,1,30,-45,0,1,21
3,14,1,21,1,100,70,1,1,66
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,75,75,0,2,27
4,3,0,27,1,75,0,0,2,2
4,4,0,2,0,75,0,0,3,28
4,5,0,28,0,50,-25,0,2,2
4,6,1,2,1,100,50,1,1,66
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,25,25,0,2,2
5,3,0,2,0,25,0,0,2,22
5,4,0,22,1,50,25,0,2,22
5,5,0,22,1,50,0,0,2,22
5,6,0,22,0,50,0,0,2,57
5,7,0,57,1,50,0,0,2,2
5,8,0,2,0,40,-10,0,2,2
5,9,0,2,0,50,10,0,3,58
5,10,0,58,1,75,25,0,2,2
4,11,0,2,0,0,-75,0,0,60
4,12,0,60,0,60,60,0,2,27
4,13,0,27,1,50,-10,0,2,22
4,14,0,22,1,75,25,0,2,2
4,15,0,2,1,75,0,0,2,2
1,16,0,2,0,0,-75,0,0,60
1,17,0,60,0,75,75,0,2,27
1,18,0,27,1,25,-50,0,2,12
1,19,0,12,1,75,50,0,2,22
1,20,0,22,1,75,0,0,2,37
1,21,0,37,1,100,25,1,1,66
2,22,0,66,0,0,-100,0,0,60
2,23,0,60,0,50,50,0,2,27
2,24,0,27,1,50,0,0,3,28
2,25,0,28,0,50,0,0,3,28
2,26,0,28,0,50,0,0,2,27
2,27,0,27,0,50,0,0,2,27
2,28,0,27,1,100,50,1,2,47
2,29,0,47,0,50,-50,0,3,58
2,30,0,58,1,100,50,1,1,56
3,31,0,56,0,0,-100,0,0,60
3,32,0,60,0,50,50,0,2,27
3,33,0,27,1,25,-25,0,1,36
3,34,0,36,1,25,0,0,1,36
3,35,0,36,0,25,0,0,2,12
3,36,0,12,1,50,25,0,2,22
3,37,0,22,1,75,25,0,1,36
3,38,0,36,1,100,25,1,0,65
4,39,0,65,0,0,-100,0,0,60
4,40,0,60,0,30,30,0,1,21
4,41,0,21,1,75,45,0,2,2
4,42,0,2,1,100,25,1,0,70
5,43,0,70,0,0,-100,0,0,60
5,44,0,60,0,50,50,0,2,27
5,45,0,27,1,25,-25,0,2,12
5,46,0,12,0,50,25,0,2,27
5,47,0,27,1,50,0,0,2,22
5,48,0,22,0,50,0,0,2,27
5,49,0,27,0,25,-25,0,3,58
5,50,0,58,0,30,5,0,3,58
5,51,0,58,1,50,20,0,2,12
5,52,0,12,0,50,0,0,3,13
1,53,0,13,0,0,-50,0,0,60
1,54,0,60,0,50,50,0,3,58
1,55,1,58,1,100,50,1,1,66
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,40,40,0,2,27
2,3,0,27,0,25,-15,0,2,27
2,4,0,27,1,75,50,0,3,3
2,5,1,3,1,100,25,1,0,65
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,25,25,0,2,22
3,3,0,22,0,20,-5,0,2,77
3,4,0,77,0,10,-10,0,1,76
3,5,0,76,0,20,10,0,2,22
3,6,0,22,1,25,5,0,1,36
3,7,0,36,0,25,0,0,3,58
3,8,0,58,0,25,0,0,3,58
3,9,0,58,0,10,-15,0,3,58
3,10,0,58,0,25,15,0,3,58
3,11,1,58,1,100,75,1,1,71
4,1,0,0,0,0,0,0,0,60
4,2,0,60,1,100,100,1,0,65
4,3,0,65,0,100,0,1,0,65
4,4,0,65,1,100,0,1,1,36
4,5,0,36,1,25,-75,0,1,76
4,6,0,76,1,100,75,1,1,56
4,7,1,56,1,100,0,1,1,66
5,1,0,0,0,0,0,0,0,75
5,2,0,75,0,50,50,0,2,77
5,3,0,77,0,50,0,0,2,72
5,4,0,72,0,50,0,0,3,58
5,5,0,58,1,50,0,0,3,13
5,6,0,13,0,25,-25,0,2,12
5,7,0,12,0,50,25,0,2,2
5,8,0,2,1,100,50,1,1,66
5,9,0,66,1,100,0,1,0,45
5,10,1,45,1,100,0,1,0,65
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,2,12
2,3,1,12,1,100,50,1,1,56
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,40,40,0,2,2
5,3,0,2,1,40,0,0,3,3
5,4,0,3,0,25,-15,0,3,13
5,5,0,13,1,100,75,1,1,6
5,6,1,6,1,100,0,1,1,56
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,25,25,0,2,22
1,3,0,22,1,75,50,0,2,22
1,4,0,22,1,75,0,0,2,2
1,5,0,2,1,75,0,0,2,2
1,6,0,2,1,75,0,0,2,72
1,7,0,72,0,50,-25,0,3,58
1,8,1,58,1,100,50,1,0,65
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,25,25,0,1,21
2,3,0,21,1,60,35,0,2,27
2,4,0,27,1,90,30,1,2,7
2,5,1,7,1,100,10,1,0,65
4,1,0,0,0,0,0,0,1,21
4,2,0,21,1,10,10,0,2,27
4,3,0,27,0,25,15,0,2,22
4,4,1,22,1,100,75,1,0,65
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,100,100,1,1,36
5,3,0,36,1,50,-50,0,2,2
5,4,0,2,0,75,25,0,2,22
5,5,0,22,0,75,0,0,3,3
5,6,0,3,0,75,0,0,2,57
5,7,0,57,0,75,0,0,3,3
5,8,0,3,0,75,0,0,2,27
5,9,0,27,0,50,-25,0,3,58
5,10,0,58,1,75,25,0,3,3
1,11,0,3,0,0,-75,0,0,60
1,12,0,60,0,75,75,0,2,22
1,13,0,22,0,25,-50,0,2,22
1,14,0,22,0,25,0,0,2,27
1,15,0,27,0,25,0,0,2,22
1,16,0,22,0,25,0,0,3,13
1,17,0,13,0,25,0,0,3,58
1,18,0,58,0,0,-25,0,1,21
1,19,0,21,1,25,25,0,1,36
1,20,0,36,0,10,-15,0,1,36
1,21,0,36,1,25,15,0,2,47
1,22,0,47,1,75,50,0,2,22
1,23,0,22,0,25,-50,0,2,22
1,24,0,22,1,75,50,0,2,27
1,25,1,27,1,100,25,1,0,65
2,1,0,0,0,0,0,0,0,20
2,2,0,20,1,75,75,0,2,37
2,3,0,37,1,25,-50,0,1,36
2,4,0,36,0,50,25,0,2,27
2,5,0,27,0,25,-25,0,2,27
2,6,1,27,1,75,50,1,1,66
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,50,50,0,2,27
1,3,0,27,1,25,-25,0,2,37
1,4,0,37,1,50,25,0,2,2
1,5,0,2,1,75,25,0,3,3
3,6,0,3,0,0,-75,0,0,60
3,7,0,60,0,75,75,0,2,7
3,8,0,7,1,25,-50,0,2,2
4,9,0,2,0,0,-25,0,0,60
4,10,0,60,0,50,50,0,2,2
4,11,0,2,1,75,25,0,3,8
1,12,0,8,0,0,-75,0,0,60
1,13,0,60,0,25,25,0,2,7
1,14,0,7,1,75,50,0,2,7
1,15,0,7,1,30,-45,0,2,2
1,16,0,2,1,25,-5,0,2,2
1,17,0,2,1,25,0,0,2,2
1,18,0,2,1,75,50,0,1,71
1,19,0,71,1,50,-25,0,1,76
1,20,1,76,1,100,50,1,0,70
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,70,70,0,2,12
3,3,0,12,1,25,-45,0,2,2
3,4,0,2,0,40,15,0,2,77
3,5,0,77,0,25,-15,0,3,58
3,6,0,58,1,50,25,0,2,2
3,7,0,2,1,25,-25,0,2,2
3,8,0,2,1,50,25,0,1,1
3,9,0,1,1,50,0,0,2,2
3,10,0,2,1,100,50,1,1,46
3,11,0,46,1,100,0,1,0,65
4,12,0,65,0,0,-100,0,0,60
4,13,0,60,0,50,50,0,1,76
4,14,0,76,1,25,-25,0,1,76
4,15,0,76,1,25,0,0,2,47
4,16,0,47,1,25,0,0,2,2
4,17,0,2,1,50,25,0,2,2
4,18,1,2,1,100,50,1,1,66
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,40,40,0,3,13
5,3,0,13,1,25,-15,0,2,2
5,4,0,2,1,75,50,0,2,2
5,5,0,2,1,10,-65,0,1,1
5,6,1,1,1,100,90,1,0,65
1,1,0,0,0,0,0,0,1,21
1,2,0,21,0,0,0,0,2,47
1,3,0,47,0,20,20,0,3,58
1,4,0,58,1,75,55,0,2,2
1,5,0,2,1,75,0,0,2,2
2,6,0,2,0,0,-75,0,1,46
2,7,0,46,1,100,100,1,0,65
3,8,0,65,0,0,-100,0,1,21
3,9,0,21,1,50,50,0,2,2
3,10,0,2,1,75,25,0,3,3
4,11,0,3,0,0,-75,0,1,1
4,12,0,1,1,30,30,0,2,37
4,13,0,37,1,50,20,0,3,18
4,14,0,18,0,40,-10,0,3,13
4,15,0,13,0,50,10,0,2,22
4,16,0,22,1,75,25,0,3,8
4,17,0,8,1,75,0,0,2,27
5,18,0,27,0,0,-75,0,1,21
5,19,0,21,1,75,75,0,2,37
5,20,0,37,0,40,-35,0,2,27
5,21,0,27,1,75,35,0,3,3
5,22,0,3,1,50,-25,0,3,58
5,23,0,58,0,50,0,0,3,58
5,24,0,58,1,75,25,0,3,58
1,25,0,58,0,0,-75,0,0,60
1,26,0,60,0,10,10,0,2,2
1,27,0,2,1,50,40,0,3,58
1,28,0,58,1,75,25,0,3,58
1,29,0,58,0,50,-25,0,3,3
1,30,0,3,1,10,-40,0,2,2
1,31,0,2,0,50,40,0,2,2
1,32,0,2,0,40,-10,0,3,58
1,33,0,58,0,50,10,0,3,58
3,34,0,58,0,0,-50,0,0,60
3,35,0,60,0,10,10,0,1,21
3,36,0,21,1,25,15,0,3,48
3,37,0,48,1,50,25,0,2,2
3,38,0,2,1,50,0,0,3,48
3,39,0,48,0,50,0,0,2,47
3,40,0,47,1,50,0,0,2,2
3,41,0,2,1,75,25,0,3,58
3,42,1,58,1,100,25,1,0,70
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,50,50,0,2,2
4,3,0,2,1,60,10,0,2,27
4,4,0,27,0,50,-10,0,3,58
5,5,0,58,0,0,-50,0,0,60
5,6,0,60,0,75,75,1,0,65
5,7,0,65,1,50,-25,0,2,22
5,8,0,22,1,75,25,0,2,2
5,9,0,2,1,50,-25,0,3,58
5,10,0,58,0,25,-25,0,3,58
5,11,0,58,1,50,25,0,3,58
5,12,0,58,0,25,-25,0,3,58
1,13,0,58,0,0,-25,0,0,60
1,14,0,60,0,50,50,0,2,27
1,15,0,27,1,50,0,0,2,2
1,16,0,2,0,40,-10,0,2,2
1,17,0,2,0,25,-15,0,3,58
3,18,0,58,0,0,-25,0,0,60
3,19,0,60,0,50,50,0,3,3
3,20,0,3,0,40,-10,0,3,3
3,21,0,3,1,30,-10,0,2,17
3,22,0,17,1,75,45,0,2,22
4,23,0,22,0,0,-75,0,0,60
4,24,0,60,0,50,50,0,2,22
4,25,0,22,1,50,0,0,2,37
4,26,0,37,1,25,-25,0,2,57
4,27,0,57,0,30,5,0,3,58
4,28,0,58,1,25,-5,0,2,57
4,29,0,57,1,25,0,0,1,1
4,30,0,1,1,75,50,0,2,2
1,31,0,2,0,0,-75,0,0,60
1,32,0,60,0,75,75,0,2,27
1,33,0,27,1,75,0,1,2,12
1,34,0,12,0,50,-25,0,3,3
1,35,0,3,0,50,0,0,2,57
